Image,Label,features
637.jpg,0,"[1.8555383e-04 1.7751317e-02 3.0863788e-02 7.4221531e-04 5.0452089e-01
 4.1502208e-02 3.4636715e-03 1.4491755e-01 3.6925212e-02 0.0000000e+00
 2.3070527e-02 3.2410070e-02 1.4225794e-03 7.1320707e-01 2.4091072e-01
 5.0099534e-03 1.3514504e-01 6.8036409e-04 0.0000000e+00 1.0520902e-01
 3.8100388e-02 3.8966306e-03 2.0027444e-01 4.2924788e-02 3.4636715e-03
 7.6077073e-03 0.0000000e+00 0.0000000e+00 5.6841325e-02 6.0676105e-02
 6.8036409e-04 2.2946825e-02 2.5359024e-03 1.5462820e-03 1.2370256e-04
 0.0000000e+00 0.0000000e+00 6.1047211e-02 1.3873242e-01 0.0000000e+00
 1.1689892e-02 1.4720605e-02 1.8555383e-04 8.1643686e-03 0.0000000e+00
 0.0000000e+00 8.2262203e-02 1.8444051e-01 0.0000000e+00 1.7132804e-02
 8.3251819e-02 0.0000000e+00 6.6799382e-03 0.0000000e+00 0.0000000e+00
 1.5462820e-03 2.0410921e-03 0.0000000e+00 1.1751743e-03 0.0000000e+00
 0.0000000e+00 1.2370256e-04 0.0000000e+00 0.0000000e+00 1.6699845e-03
 6.6180867e-03 0.0000000e+00 2.4122000e-03 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00]"
638.jpg,4,"[0.00000000e+00 4.40717712e-02 1.20827429e-01 6.43383537e-05
 2.34834999e-02 3.92463952e-02 0.00000000e+00 6.43383537e-04
 0.00000000e+00 0.00000000e+00 7.39891082e-02 2.32969180e-01
 6.43383537e-05 4.60019231e-01 4.81122196e-01 0.00000000e+00
 2.23897472e-02 0.00000000e+00 0.00000000e+00 1.68695167e-01
 1.84458062e-01 0.00000000e+00 8.31251517e-02 2.36765146e-02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 8.76288414e-02 6.24725409e-02 6.43383537e-05 4.50368476e-04
 6.43383537e-05 6.43383537e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 6.45313710e-02 8.99450183e-02 6.43383537e-05
 3.92463943e-03 2.83088768e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.02297984e-01 5.82197785e-01
 1.28676707e-04 6.22795261e-02 1.74871638e-01 1.93015061e-04
 3.86030122e-04 0.00000000e+00 0.00000000e+00 5.46876015e-03
 8.10663216e-03 1.28676707e-04 5.79045154e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 6.69118855e-03 1.37040690e-02 6.43383537e-05 2.57353415e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
642.jpg,4,"[9.36720389e-05 1.44723300e-02 1.29033238e-01 3.27852147e-04
 8.70213211e-02 3.02092321e-02 1.40508055e-04 2.71648914e-03
 0.00000000e+00 0.00000000e+00 1.15684969e-02 7.97149017e-02
 2.34180101e-04 1.28283858e-01 7.44083822e-01 9.36720389e-05
 5.29247010e-03 0.00000000e+00 0.00000000e+00 6.22919062e-03
 1.75916091e-01 2.34180101e-04 4.16840566e-03 1.08191203e-02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.81016110e-03 1.05053194e-01 9.36720389e-05 1.40508055e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 3.32535733e-03 3.04434132e-02 0.00000000e+00
 2.99750525e-03 2.81016110e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 4.51030880e-02 5.86948991e-01
 1.40508055e-04 6.64603114e-02 6.23387434e-02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.82660471e-03
 6.27602683e-03 0.00000000e+00 1.87344078e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 6.55704294e-04 3.65320942e-03 0.00000000e+00 6.55704294e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
643.jpg,0,"[0.0000000e+00 1.2910801e-02 4.2495552e-01 2.0016746e-04 2.3724848e-01
 1.9306152e-01 7.5062795e-04 3.8432151e-02 5.0542285e-03 0.0000000e+00
 4.3536420e-03 1.5187706e-01 0.0000000e+00 3.4013456e-01 7.4512339e-01
 0.0000000e+00 1.9416243e-02 0.0000000e+00 0.0000000e+00 1.2010047e-03
 2.5221100e-02 0.0000000e+00 7.2560702e-03 1.3110968e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.0025118e-04 5.9049400e-03
 0.0000000e+00 4.0033492e-04 2.0016746e-04 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.7056101e-03 0.0000000e+00
 0.0000000e+00 3.5029306e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 4.7039352e-03 1.6018401e-01 1.0008373e-04 1.7714821e-02
 4.0583953e-02 1.0008373e-04 6.0050236e-04 0.0000000e+00 0.0000000e+00
 1.2010047e-03 3.2977588e-02 5.0041865e-05 2.6522188e-03 5.0041865e-05
 0.0000000e+00 1.0008373e-04 0.0000000e+00 0.0000000e+00 1.2010047e-03
 1.1409545e-02 2.0016746e-04 2.8523863e-03 0.0000000e+00 5.0041865e-05
 0.0000000e+00 0.0000000e+00]"
644.jpg,3,"[4.3572494e-04 5.1602282e-02 1.4553213e-01 9.8349350e-03 2.8353244e-01
 8.6149044e-02 2.2408711e-03 8.3410209e-03 0.0000000e+00 0.0000000e+00
 1.5063634e-02 2.2601676e-01 3.4235532e-03 3.4540540e-01 7.3102200e-01
 1.2449285e-03 2.0292334e-02 1.2449284e-04 0.0000000e+00 2.2782190e-02
 2.6081249e-01 9.3369634e-04 5.5959534e-02 7.1583383e-02 2.4898569e-04
 1.3694213e-03 0.0000000e+00 0.0000000e+00 1.4192184e-02 1.7329404e-01
 9.9594274e-04 7.8430492e-03 1.2449284e-04 0.0000000e+00 6.2246421e-05
 0.0000000e+00 0.0000000e+00 4.0460173e-03 5.2411485e-02 6.8471063e-04
 6.0379030e-03 4.3572494e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 4.1705102e-02 2.4294779e-01 1.8673927e-03 7.0151716e-02
 7.0836425e-02 1.8673926e-04 1.2449284e-04 0.0000000e+00 0.0000000e+00
 7.5318171e-03 7.7185561e-03 7.4695703e-04 1.6059577e-02 4.3572494e-04
 6.2246421e-05 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.4898569e-03
 5.6021777e-03 8.7144988e-04 4.0584669e-02 8.8389916e-03 0.0000000e+00
 4.3572494e-04 0.0000000e+00]"
649.jpg,2,"[1.4981438e-03 7.2272517e-02 4.5047633e-02 1.6014640e-03 6.2302116e-02
 2.6346666e-03 9.8154240e-04 7.7490194e-04 0.0000000e+00 0.0000000e+00
 9.3091555e-02 3.8176835e-02 1.6531241e-03 5.9181845e-01 6.7106508e-02
 8.7822217e-04 5.0110323e-03 0.0000000e+00 0.0000000e+00 1.6035303e-01
 4.2877905e-02 9.2988228e-04 1.3028684e-01 2.7534848e-02 0.0000000e+00
 1.5498039e-04 0.0000000e+00 0.0000000e+00 5.0161984e-02 7.9659916e-02
 2.5830063e-04 2.1180652e-02 8.7822217e-04 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 8.7305615e-03 2.5106823e-02 5.1660129e-05
 1.7564443e-03 2.0664051e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.8213431e-02 7.3920476e-01 3.6678691e-03 9.6346140e-02
 7.8575052e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 6.1992155e-03 1.0383686e-02 4.0294901e-03 1.1881829e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.6346666e-03
 1.3483293e-02 7.7490194e-04 1.1726849e-02 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00]"
650.jpg,0,"[4.1831273e-04 6.1770845e-02 1.7806178e-01 9.0634421e-04 2.6939338e-01
 3.0048797e-02 2.0915635e-03 1.1587262e-01 0.0000000e+00 0.0000000e+00
 9.3841486e-02 2.7775964e-01 8.3662546e-04 3.4183121e-01 2.8842661e-01
 1.7429696e-03 2.6144546e-02 0.0000000e+00 0.0000000e+00 3.3011845e-01
 5.9302801e-01 2.6493138e-03 3.0501968e-01 7.7666730e-02 1.9521260e-03
 8.3662546e-04 0.0000000e+00 0.0000000e+00 3.9739709e-02 2.8863577e-02
 7.4599101e-03 5.7378560e-02 1.7429696e-03 7.9479413e-03 1.3943757e-04
 0.0000000e+00 0.0000000e+00 8.2268165e-03 9.8303491e-03 5.9260968e-03
 1.7359978e-02 3.2070642e-03 1.1155006e-03 1.3943757e-04 0.0000000e+00
 0.0000000e+00 4.6641868e-02 1.2019519e-01 1.5338133e-03 8.5823826e-02
 4.9500340e-03 1.1155006e-03 1.4640945e-03 0.0000000e+00 0.0000000e+00
 4.7408775e-03 2.2519168e-02 4.1831273e-04 8.3662546e-04 0.0000000e+00
 2.0915637e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.4640945e-03
 1.6035320e-02 6.9718786e-05 6.2746910e-04 0.0000000e+00 6.9718786e-05
 0.0000000e+00 0.0000000e+00]"
652.jpg,2,"[7.22142286e-05 4.49172519e-02 1.76924855e-01 1.37207028e-03
 4.69897985e-01 1.01316564e-01 5.56049543e-03 1.95411697e-01
 2.16642686e-04 0.00000000e+00 1.44428462e-02 3.04888487e-01
 2.38306960e-03 3.24241877e-01 4.21153367e-01 2.31085531e-03
 3.13265324e-01 1.10848844e-01 0.00000000e+00 1.42262029e-02
 8.84624273e-02 1.15542766e-03 1.32007614e-01 2.60693356e-02
 1.58871303e-03 2.96078343e-02 0.00000000e+00 0.00000000e+00
 1.53094167e-02 5.09832464e-02 2.16642686e-04 1.64720654e-01
 3.69014703e-02 1.37207028e-03 3.22797596e-02 0.00000000e+00
 0.00000000e+00 5.12721017e-03 2.63581928e-02 0.00000000e+00
 4.40506777e-03 1.94978411e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.96800472e-02 3.85985047e-01
 2.16642686e-04 2.59971227e-02 1.40817743e-02 7.22142286e-05
 7.94356514e-04 0.00000000e+00 0.00000000e+00 7.22142309e-03
 1.35040609e-02 0.00000000e+00 1.87756994e-03 2.88856914e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 8.16020742e-03 1.03266351e-02 7.22142286e-05 2.81635486e-03
 3.61071143e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
653.jpg,3,"[1.4059270e-04 0.0000000e+00 8.7870442e-04 4.9207447e-04 5.7959341e-02
 3.3425916e-02 2.2143351e-03 2.4301448e-01 4.1474849e-03 0.0000000e+00
 0.0000000e+00 1.7574088e-04 1.4059270e-04 1.1890628e-01 8.9452106e-01
 5.9751899e-04 3.4424123e-01 6.0279120e-02 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.0296352e-05 3.5148176e-05 9.1385259e-04 3.5148176e-05
 7.0296352e-05 8.0840802e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.8118541e-04 0.0000000e+00
 0.0000000e+00 3.5148176e-05 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 7.0296352e-05 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.0296352e-05 0.0000000e+00 7.0296352e-05 0.0000000e+00
 0.0000000e+00 0.0000000e+00]"
656.jpg,0,"[6.4097141e-04 2.7969661e-03 1.5633875e-01 2.0394544e-03 2.0452816e-02
 6.8700485e-02 1.6257366e-02 3.7176341e-02 0.0000000e+00 0.0000000e+00
 4.6616103e-04 2.2375730e-01 4.0789091e-04 9.1600642e-02 7.1363425e-01
 2.0394544e-03 5.8037046e-02 1.0657606e-01 0.0000000e+00 1.3402130e-03
 1.0855725e-01 5.2443118e-04 1.5033693e-02 1.4072236e-01 1.5732935e-03
 5.4773921e-03 5.6405485e-02 0.0000000e+00 1.6315636e-03 3.5603050e-02
 5.2443118e-04 4.4285296e-03 5.6522023e-03 2.9135065e-03 0.0000000e+00
 0.0000000e+00 0.0000000e+00 5.2443118e-04 4.5625512e-02 2.9135065e-04
 3.2048570e-03 3.7292882e-03 5.8270129e-04 4.0789091e-04 0.0000000e+00
 0.0000000e+00 6.1183637e-03 5.4593283e-01 3.4379377e-03 8.8861950e-02
 7.6100789e-02 1.5150233e-02 1.8617307e-01 2.0044925e-02 0.0000000e+00
 9.9059218e-04 1.5150233e-02 4.0789091e-04 1.2236726e-03 2.9135065e-04
 1.5732935e-03 2.3308051e-04 0.0000000e+00 0.0000000e+00 1.2819428e-03
 2.2841891e-02 4.0789091e-04 8.7405194e-04 1.7481038e-04 8.1578182e-04
 0.0000000e+00 0.0000000e+00]"
657.jpg,4,"[6.4098786e-05 1.3787648e-01 2.3408876e-01 2.4998526e-03 1.2941545e-01
 8.2046445e-03 1.9870624e-03 1.2819757e-04 0.0000000e+00 0.0000000e+00
 2.5536957e-01 1.6851571e-01 2.4357538e-03 4.2619282e-01 7.4675083e-02
 1.6665685e-03 7.0508663e-04 0.0000000e+00 0.0000000e+00 3.2440394e-01
 2.4754950e-01 1.2819758e-03 9.7750649e-02 9.8071145e-03 6.4098788e-04
 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.8395174e-02 9.5699489e-02
 6.4098786e-05 3.5254331e-03 3.1344306e-02 1.2819757e-04 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.3524843e-02 3.5190232e-02 0.0000000e+00
 5.7047918e-03 2.5639514e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 9.8904423e-02 6.5201283e-01 4.4869148e-04 5.6086436e-02
 3.1472504e-02 6.4098786e-05 0.0000000e+00 0.0000000e+00 0.0000000e+00
 8.9097312e-03 1.1089090e-02 1.2819757e-04 2.5639514e-04 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.7947659e-03
 5.5765943e-03 6.4098786e-05 3.2049394e-04 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00]"
658.jpg,0,"[3.34096811e-04 4.91790511e-02 6.92248568e-02 1.01565430e-02
 2.71821171e-01 1.91905200e-01 8.68651667e-04 1.75066724e-01
 1.30297756e-02 0.00000000e+00 1.07579166e-02 7.32340217e-02
 3.40778730e-03 2.91532874e-01 7.64279842e-01 4.00916149e-04
 1.24284010e-02 0.00000000e+00 0.00000000e+00 1.97785310e-02
 8.34573805e-02 1.93776144e-03 6.86234832e-02 9.77567211e-02
 8.68651667e-04 1.00229040e-03 0.00000000e+00 0.00000000e+00
 2.71286611e-02 1.47804424e-01 9.35471035e-04 6.64852634e-02
 8.31232816e-02 1.13592914e-03 3.34096811e-04 0.00000000e+00
 0.00000000e+00 9.88926552e-03 1.03302732e-01 1.00229040e-03
 6.00706041e-02 7.44367689e-02 4.00916149e-04 1.00229040e-03
 0.00000000e+00 0.00000000e+00 3.35433185e-02 1.06777340e-01
 4.00916161e-03 2.91466057e-01 5.05154356e-02 1.06910977e-03
 2.20503891e-03 0.00000000e+00 0.00000000e+00 1.72393955e-02
 1.04238205e-02 3.27414856e-03 1.31634139e-02 1.06910977e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.00687132e-03 1.40320659e-02 5.34554885e-04 7.75104575e-03
 4.47689695e-03 6.68193607e-05 0.00000000e+00 0.00000000e+00]"
659.jpg,1,"[1.41277136e-02 3.22601348e-02 2.54688203e-01 1.12910466e-02
 1.70756221e-01 1.62858054e-01 5.55652976e-02 1.09517589e-01
 1.66862766e-04 0.00000000e+00 1.27371904e-02 5.52871935e-02
 2.00235308e-03 3.01298529e-01 8.43658090e-01 3.83784343e-03
 4.61653620e-03 0.00000000e+00 0.00000000e+00 4.83901985e-03
 2.53631398e-02 1.55738578e-03 1.16247721e-02 6.73013134e-03
 3.44849704e-03 1.11241839e-04 0.00000000e+00 0.00000000e+00
 1.26259485e-02 4.29393500e-02 1.77986943e-03 5.50647127e-03
 1.66862766e-04 2.08578445e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.66306552e-02 7.21403360e-02 7.23071978e-04
 2.35832706e-02 1.16803928e-03 3.00352974e-03 5.56209197e-05
 0.00000000e+00 0.00000000e+00 1.20029941e-01 7.30302706e-02
 3.75441201e-02 1.32044062e-01 6.67451066e-04 9.43330824e-02
 1.77986943e-03 0.00000000e+00 0.00000000e+00 1.44614396e-03
 1.72424852e-03 5.22836624e-03 3.61535978e-03 0.00000000e+00
 5.06150350e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.00235308e-03 1.56294778e-02 2.11359491e-03 2.72542518e-03
 0.00000000e+00 2.16921582e-03 1.66862766e-04 0.00000000e+00]"
664.jpg,0,"[6.11655414e-05 1.37622468e-02 3.40753227e-01 6.11655414e-05
 2.48393267e-01 7.96986967e-02 9.78648663e-03 1.00189157e-01
 2.44662166e-04 0.00000000e+00 3.41303721e-02 2.69495368e-01
 3.66993248e-03 6.26090467e-01 2.37383470e-01 8.56317580e-03
 5.98198995e-02 0.00000000e+00 0.00000000e+00 3.62100005e-02
 2.14324057e-01 7.33986497e-04 5.00334129e-02 1.46797299e-02
 6.11655414e-04 5.50489873e-04 0.00000000e+00 0.00000000e+00
 3.01546119e-02 1.04593076e-01 2.44662166e-04 9.90881771e-03
 2.32429057e-03 6.11655414e-05 6.11655414e-05 0.00000000e+00
 0.00000000e+00 5.26023656e-03 5.22965379e-02 0.00000000e+00
 5.93305752e-03 4.09809127e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.40680745e-02 4.63145494e-01
 0.00000000e+00 2.38545612e-03 1.40680745e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 6.11655414e-04
 9.78648663e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.83496624e-04 1.32729225e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
666.jpg,2,"[3.61619634e-03 3.65557253e-01 1.12744965e-01 4.33943560e-03
 3.68048429e-01 3.48762050e-02 7.31275231e-03 2.65187733e-02
 0.00000000e+00 0.00000000e+00 2.81179339e-01 8.75923112e-02
 4.50015534e-03 4.85534608e-01 2.47669265e-01 5.86627377e-03
 2.24204175e-02 0.00000000e+00 0.00000000e+00 1.44888937e-01
 7.11185262e-02 1.27772270e-02 7.77080432e-02 5.86627377e-03
 4.82159527e-03 3.61619634e-03 0.00000000e+00 0.00000000e+00
 6.71808943e-02 7.45740011e-02 1.02860695e-02 6.21985756e-02
 2.59562526e-02 3.77691607e-03 5.62519417e-04 0.00000000e+00
 0.00000000e+00 3.29475664e-02 1.03503577e-01 5.14303474e-03
 1.51317731e-01 7.24846423e-02 1.04467897e-03 6.42879342e-04
 0.00000000e+00 0.00000000e+00 3.07617754e-01 3.04805160e-01
 5.22339484e-03 2.10864425e-01 7.23239258e-02 5.62519417e-04
 1.60719836e-04 0.00000000e+00 0.00000000e+00 8.03599209e-02
 7.07167294e-03 2.41079746e-04 4.50015534e-03 2.41079746e-04
 8.03599178e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.90099308e-02 8.43779091e-03 8.03599178e-05 8.83959141e-03
 1.44647853e-03 8.03599178e-05 0.00000000e+00 0.00000000e+00]"
667.jpg,3,"[1.18304812e-03 1.43740345e-02 1.11916348e-01 1.36050524e-03
 5.74369840e-02 5.05161546e-02 2.24779127e-03 6.15184987e-03
 0.00000000e+00 0.00000000e+00 9.22777504e-03 6.37071356e-02
 2.36609625e-03 4.57780451e-01 6.85339749e-01 3.84490634e-03
 5.71412221e-02 0.00000000e+00 0.00000000e+00 2.02892739e-02
 5.61947823e-02 3.96321118e-02 4.37254578e-01 1.51725918e-01
 1.05291279e-02 9.16862302e-03 0.00000000e+00 0.00000000e+00
 2.45482475e-02 6.30564615e-02 3.79758440e-02 9.27509665e-02
 2.95762031e-04 3.01677268e-03 2.36609616e-04 0.00000000e+00
 0.00000000e+00 6.56591682e-03 6.80844188e-02 2.57904474e-02
 6.96223825e-02 4.73219232e-04 6.50676433e-04 5.91524040e-05
 0.00000000e+00 0.00000000e+00 2.62636673e-02 2.16852710e-01
 6.97998377e-03 4.80909050e-02 2.24779127e-03 3.54914431e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 8.28133663e-04
 7.45320274e-03 0.00000000e+00 5.32371632e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.36050524e-03 1.32501386e-02 1.18304808e-04 8.28133663e-04
 2.95762031e-04 0.00000000e+00 5.91524040e-05 0.00000000e+00]"
668.jpg,2,"[5.9445614e-05 8.2451068e-02 4.5244056e-01 2.0805965e-03 3.1155446e-01
 2.2173215e-02 2.4372702e-03 5.9445616e-04 0.0000000e+00 0.0000000e+00
 7.7457637e-02 6.4230984e-01 2.3778246e-04 3.9020100e-01 1.7857462e-01
 4.1611929e-04 9.6004665e-02 2.6750527e-03 0.0000000e+00 3.8104638e-02
 2.0930801e-01 0.0000000e+00 7.3534228e-02 3.7331846e-02 1.1889123e-04
 8.0251582e-03 0.0000000e+00 0.0000000e+00 5.1123230e-03 4.7913164e-02
 0.0000000e+00 1.9617053e-03 5.9445614e-05 0.0000000e+00 3.5667367e-04
 0.0000000e+00 0.0000000e+00 2.1994878e-03 2.6156070e-02 0.0000000e+00
 1.2483579e-03 4.8150946e-03 5.9445614e-05 0.0000000e+00 0.0000000e+00
 0.0000000e+00 4.8804849e-02 1.4350171e-01 7.1334734e-04 1.4326393e-02
 4.9339859e-03 1.1294667e-03 2.9722808e-04 0.0000000e+00 0.0000000e+00
 6.5984633e-03 1.7179782e-02 1.7833684e-04 7.7279296e-04 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 7.3118107e-03
 1.4980295e-02 2.9722808e-04 2.9722806e-03 5.3501053e-04 2.3778246e-04
 0.0000000e+00 0.0000000e+00]"
670.jpg,2,"[4.6872208e-03 6.5677568e-02 1.5428299e-01 4.0603757e-02 3.2059461e-01
 2.6824458e-02 1.6433509e-02 4.5178033e-02 3.1059899e-03 0.0000000e+00
 1.4231080e-02 4.3681511e-01 1.7224126e-02 1.6077733e-01 7.5577199e-01
 8.4144091e-03 4.5347452e-02 5.9860894e-03 0.0000000e+00 9.0920795e-03
 9.3857363e-02 1.5247586e-03 3.6876570e-02 3.4052942e-02 4.5178033e-04
 5.9860894e-03 0.0000000e+00 0.0000000e+00 5.4778364e-03 2.2193709e-02
 2.8236271e-04 2.9365721e-03 4.5178033e-04 5.6472541e-05 9.0356066e-04
 0.0000000e+00 0.0000000e+00 1.3553409e-03 1.1463926e-02 5.6472541e-05
 3.2754075e-03 6.2119798e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 4.1789681e-02 1.2164185e-01 2.2871379e-02 2.0640714e-01
 4.1337900e-02 1.9765389e-03 5.6472541e-05 0.0000000e+00 0.0000000e+00
 8.5838260e-03 1.1576871e-02 7.9061557e-04 6.6637597e-03 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.5343090e-03
 2.1459565e-03 1.6941762e-04 9.1485521e-03 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00]"
671.jpg,4,"[4.68372673e-05 1.68614164e-02 6.18720315e-02 1.03041984e-03
 6.68836161e-02 1.10535948e-02 1.45195529e-03 8.24335869e-03
 0.00000000e+00 0.00000000e+00 8.33703391e-03 5.80547929e-01
 1.63930433e-03 3.08470249e-01 5.98814487e-01 1.87349063e-03
 1.06554784e-01 4.16851696e-03 0.00000000e+00 8.19652155e-03
 4.31277543e-01 8.43070797e-04 7.07242731e-03 3.55963223e-03
 2.81023618e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.54562981e-03 1.91564430e-02 3.74698138e-04 1.35828077e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 5.15209918e-04 1.00231748e-02 0.00000000e+00
 9.36745346e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.87580825e-02 1.71892773e-02
 4.21535398e-04 3.56431603e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.49879255e-03
 1.17093173e-03 0.00000000e+00 4.68372673e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 4.68372658e-04 2.24818895e-03 0.00000000e+00 5.15209918e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
672.jpg,2,"[4.9558461e-05 5.6496644e-03 2.8030264e-01 4.9558461e-05 1.9610283e-01
 1.4907186e-01 4.9558461e-05 1.8138397e-02 4.9558461e-05 0.0000000e+00
 2.7752738e-03 7.8366792e-01 0.0000000e+00 1.4936920e-01 4.1257417e-01
 4.9558461e-05 1.6255176e-02 4.9558461e-05 0.0000000e+00 3.4690923e-03
 1.7697327e-01 0.0000000e+00 1.7345462e-03 1.1745355e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.3788060e-03 6.6953480e-02
 0.0000000e+00 3.9646769e-04 6.9381844e-04 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 7.4337691e-04 7.3842108e-02 0.0000000e+00
 1.4867538e-04 1.3876369e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 2.2301308e-03 1.0907817e-01 0.0000000e+00 1.8336631e-03
 1.3380784e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 4.9558462e-04 8.4744971e-03 0.0000000e+00 4.9558461e-05 4.9558461e-05
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.9558462e-04
 7.5824447e-03 0.0000000e+00 9.9116922e-05 2.4779231e-04 0.0000000e+00
 0.0000000e+00 0.0000000e+00]"
