Image,Label,features
68.jpg,0,"[2.8539924e-03 7.5072409e-03 5.7700281e-03 1.3029096e-02 7.7988446e-02
 1.5634915e-02 3.1455960e-02 4.2040548e-01 1.6311187e-01 0.0000000e+00
 2.8539924e-03 4.8393784e-03 5.2116383e-03 5.2147406e-01 4.4360968e-01
 8.4378906e-03 2.9073498e-01 1.3029096e-02 0.0000000e+00 7.7554141e-03
 2.6244322e-02 4.4050752e-03 3.1598660e-01 3.1933692e-01 7.4451976e-03
 1.6937824e-02 1.7248042e-02 0.0000000e+00 8.2517602e-03 1.6193304e-02
 4.9634650e-03 1.4332006e-02 3.1642090e-03 7.1349810e-03 8.6860638e-04
 0.0000000e+00 0.0000000e+00 1.2408663e-03 9.8648872e-03 1.0547363e-03
 6.4525045e-03 3.3503389e-03 1.3029096e-03 0.0000000e+00 0.0000000e+00
 0.0000000e+00 1.0299190e-02 6.6386345e-03 5.9561580e-03 1.5790023e-01
 7.9291351e-02 4.1569020e-03 2.6678625e-03 0.0000000e+00 0.0000000e+00
 2.2335593e-03 1.3029096e-03 2.4196892e-03 3.6605555e-03 3.7225988e-04
 8.0656307e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.3029096e-03
 5.3977682e-03 7.4451976e-04 4.2809886e-03 6.2043313e-05 2.1094726e-03
 0.0000000e+00 0.0000000e+00]"
69.jpg,3,"[0.0000000e+00 1.4453412e-02 4.1459513e-01 2.4748992e-04 3.8549033e-01
 5.1477905e-02 4.4548188e-04 3.2668670e-03 0.0000000e+00 0.0000000e+00
 5.5932724e-03 5.7368167e-02 0.0000000e+00 6.1407202e-01 5.0799781e-01
 4.4548188e-04 4.9448490e-02 0.0000000e+00 0.0000000e+00 1.4502910e-02
 2.1432629e-02 0.0000000e+00 1.2127007e-01 1.3399105e-01 8.4146578e-04
 4.0340859e-02 0.0000000e+00 0.0000000e+00 1.5839356e-03 5.9397583e-04
 0.0000000e+00 7.9196779e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 4.9497987e-05 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 3.2173691e-03 2.6035940e-02 0.0000000e+00 5.4447784e-04
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 7.9196779e-04 5.8407625e-03 0.0000000e+00 4.9497987e-05 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.4548188e-04
 6.2862444e-03 0.0000000e+00 9.8995974e-05 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00]"
70.jpg,0,"[0.0000000e+00 6.6087865e-05 1.1585203e-01 0.0000000e+00 8.9020357e-02
 2.8245953e-01 1.7182844e-03 1.9938709e-01 5.0425041e-02 0.0000000e+00
 5.9479079e-04 1.4149413e-01 0.0000000e+00 1.6812752e-01 3.3830377e-01
 7.2696654e-04 3.0598681e-02 1.3217573e-03 0.0000000e+00 5.9479079e-03
 6.1983806e-01 0.0000000e+00 1.0428665e-01 1.5087859e-01 1.1895816e-03
 2.4716862e-02 0.0000000e+00 0.0000000e+00 4.2296234e-03 4.5666716e-01
 0.0000000e+00 1.7348064e-01 3.0202154e-02 5.9479079e-04 9.5629141e-02
 0.0000000e+00 0.0000000e+00 1.3217573e-04 1.4955685e-01 0.0000000e+00
 6.6087865e-05 1.3217573e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 5.6769475e-02 0.0000000e+00 2.5113388e-03
 4.0974477e-03 0.0000000e+00 1.3878451e-03 0.0000000e+00 0.0000000e+00
 0.0000000e+00 6.3444348e-03 0.0000000e+00 6.6087865e-05 6.6087865e-05
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 5.8157323e-03 0.0000000e+00 1.3217573e-04 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00]"
73.jpg,0,"[1.4022506e-04 5.2397430e-02 5.4454066e-02 7.0112530e-04 1.6326872e-01
 4.7676519e-02 5.6090025e-04 1.7341165e-02 5.1415857e-04 0.0000000e+00
 1.8416224e-02 8.9136399e-02 2.3370843e-04 2.1762930e-01 8.8028616e-01
 3.7393349e-04 8.2732784e-03 2.6689503e-02 0.0000000e+00 1.1404972e-02
 1.9093978e-01 4.6741686e-04 3.1270187e-02 2.9872611e-01 1.8696675e-04
 9.3483373e-05 0.0000000e+00 0.0000000e+00 9.3015954e-03 2.3183877e-02
 5.1415857e-04 9.0211453e-03 2.3838261e-03 1.4022506e-04 0.0000000e+00
 0.0000000e+00 0.0000000e+00 2.3370844e-03 1.8369483e-02 3.7393349e-04
 1.2853964e-02 9.3483373e-05 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 1.3087672e-02 2.2856684e-02 7.9460867e-04 6.3755661e-02
 1.2620256e-03 9.3483373e-05 2.8278720e-02 0.0000000e+00 0.0000000e+00
 4.4872020e-03 1.6359590e-03 1.8696675e-04 3.4588848e-03 0.0000000e+00
 4.6741687e-05 2.3370843e-04 0.0000000e+00 0.0000000e+00 1.8696674e-03
 9.5820455e-03 9.3483373e-05 3.5056265e-03 4.6741687e-05 1.8696675e-04
 9.3483373e-05 0.0000000e+00]"
75.jpg,1,"[3.25275436e-02 1.23488493e-01 5.52968234e-02 6.97018753e-04
 2.34140217e-01 9.87443235e-03 3.42700887e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.07188830e-01 7.88212046e-02
 6.97018753e-04 8.22714508e-01 4.27504852e-02 1.62637711e-03
 4.64679179e-04 0.00000000e+00 0.00000000e+00 2.93502986e-01
 1.77449360e-01 3.36892414e-03 1.08270250e-01 1.62637711e-03
 1.33595266e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 9.46202949e-02 1.12278104e-01 5.57615003e-03 4.34475020e-02
 1.56829227e-03 3.36892414e-03 5.80848973e-05 0.00000000e+00
 0.00000000e+00 1.73092987e-02 1.72628313e-01 4.29828232e-03
 3.01460624e-02 1.74254688e-04 2.32339589e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 4.71068509e-02 8.67207497e-02
 1.56829227e-03 6.33706227e-02 1.19074043e-02 2.84615997e-03
 1.16169795e-04 0.00000000e+00 0.00000000e+00 1.97488652e-03
 1.74254691e-03 3.48509377e-04 4.64679179e-04 2.32339589e-04
 2.90424476e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.14914116e-03 7.95763079e-03 0.00000000e+00 5.80848951e-04
 1.16169795e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
76.jpg,0,"[2.1504543e-03 5.9962664e-02 1.3607875e-01 2.5005282e-03 1.3057758e-01
 6.5463826e-02 3.5007394e-04 3.0756496e-02 5.5011618e-04 0.0000000e+00
 6.8164401e-02 1.5968373e-01 9.1519328e-03 1.6623512e-01 7.8716628e-02
 1.5003169e-04 7.7016270e-03 2.0504331e-03 0.0000000e+00 1.6753539e-01
 8.9028805e-01 6.5513840e-03 1.5793335e-01 2.0694371e-01 0.0000000e+00
 2.0504331e-03 0.0000000e+00 0.0000000e+00 1.2152567e-02 4.2108893e-02
 5.0010563e-05 5.2010985e-03 1.2502641e-03 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.2002535e-03 8.9018801e-03 5.0010563e-05
 8.1017110e-03 7.6516164e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 9.1519328e-03 1.9454109e-02 5.0010561e-04 9.5020067e-03
 1.4303021e-02 0.0000000e+00 1.5003169e-04 0.0000000e+00 0.0000000e+00
 6.5013731e-04 2.4005070e-03 1.0002113e-04 1.2502641e-03 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.0010561e-04
 4.0008449e-03 1.0002113e-04 4.4509401e-03 4.3009087e-03 0.0000000e+00
 3.0006337e-04 0.0000000e+00]"
77.jpg,1,"[3.89681361e-03 1.34641632e-01 1.53185083e-02 1.45794572e-02
 1.89801693e-01 8.04893523e-02 6.78583048e-03 2.53292881e-02
 3.35932185e-04 0.00000000e+00 5.11288792e-02 4.70305094e-03
 2.48589832e-02 7.83528268e-01 2.33069763e-01 1.71997286e-02
 1.18785627e-01 0.00000000e+00 0.00000000e+00 4.60898988e-02
 7.52488151e-03 3.51385064e-02 3.28004211e-01 1.34372874e-03
 1.41091524e-02 1.25638647e-02 0.00000000e+00 0.00000000e+00
 3.87665741e-02 2.14996599e-02 4.25962023e-02 1.15627863e-01
 1.90809481e-02 1.37732206e-02 3.69525421e-03 0.00000000e+00
 0.00000000e+00 2.34480668e-02 4.09837291e-02 3.64150517e-02
 5.34132197e-02 2.92261019e-02 1.39075927e-02 6.71864400e-05
 0.00000000e+00 0.00000000e+00 9.95031148e-02 1.73005089e-01
 1.38404062e-02 1.64136469e-01 2.17616886e-01 8.59986432e-03
 4.09837300e-03 0.00000000e+00 0.00000000e+00 2.41199322e-02
 4.90461010e-03 1.27654232e-03 2.41871178e-03 1.14216944e-02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.04246771e-02 1.02123385e-02 6.04677945e-04 3.35932197e-03
 9.87640675e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
79.jpg,2,"[0.0000000e+00 1.3523094e-03 1.9709909e-02 1.0142320e-04 5.9129726e-02
 5.4531872e-02 9.8042423e-04 1.1748187e-01 3.3807733e-05 0.0000000e+00
 4.7330826e-04 2.4375375e-02 0.0000000e+00 1.1318829e-01 9.7031575e-01
 6.7615467e-05 1.1230929e-01 9.9766620e-02 0.0000000e+00 3.0426960e-04
 2.5085337e-02 0.0000000e+00 1.4537325e-02 2.0419871e-02 1.0142320e-04
 9.8042423e-04 0.0000000e+00 0.0000000e+00 2.0284639e-04 1.4435902e-02
 3.3807733e-05 4.5302361e-03 1.4672556e-02 6.7615467e-05 3.3807733e-05
 0.0000000e+00 0.0000000e+00 6.7615467e-05 4.2935819e-03 0.0000000e+00
 3.0426960e-04 0.0000000e+00 0.0000000e+00 1.0142320e-04 0.0000000e+00
 0.0000000e+00 5.7473144e-04 9.8042423e-03 0.0000000e+00 3.1103115e-03
 8.7900105e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 2.0284639e-04 1.9270408e-03 0.0000000e+00 6.4234692e-04 1.6903867e-04
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.7615467e-05
 4.2935819e-03 0.0000000e+00 3.3807734e-04 3.3807734e-04 0.0000000e+00
 0.0000000e+00 0.0000000e+00]"
80.jpg,0,"[1.63294855e-04 3.44552137e-02 2.73137867e-01 1.03420077e-03
 3.32577191e-02 8.43690056e-03 1.63294855e-04 2.96652317e-02
 0.00000000e+00 0.00000000e+00 1.41522205e-02 1.42012089e-01
 1.08863239e-03 2.52018385e-02 3.15703377e-02 3.26589710e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.69282332e-02
 2.46030912e-01 1.03420077e-03 1.46965366e-02 2.03574244e-02
 2.17726469e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.45332422e-02 1.23559773e-01 7.62042648e-04 2.12283316e-03
 4.35452937e-04 1.08863234e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.72702407e-02 6.02557994e-02 0.00000000e+00
 1.03420075e-02 1.46965368e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.12818238e-02 7.83706427e-01
 7.07611034e-04 1.11040495e-01 3.68502051e-01 2.17726469e-04
 2.18978390e-01 1.30635884e-03 0.00000000e+00 2.72158091e-03
 9.41666961e-03 0.00000000e+00 8.16474261e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.79624336e-03 5.17100375e-03 0.00000000e+00 7.07611034e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
82.jpg,2,"[0.0000000e+00 8.0448128e-02 2.0806311e-01 2.4979329e-03 2.1856911e-01
 4.9150500e-02 1.9836526e-03 5.0693341e-03 0.0000000e+00 0.0000000e+00
 8.1256285e-02 3.2642105e-01 7.3468609e-04 3.1995580e-01 4.4176677e-01
 2.9387444e-04 9.1835763e-03 0.0000000e+00 0.0000000e+00 1.0116628e-01
 5.5828798e-01 2.2040584e-04 1.1196616e-01 6.6636033e-02 1.4693722e-04
 3.2326188e-03 0.0000000e+00 0.0000000e+00 2.4244642e-02 8.1990972e-02
 5.1428028e-04 9.8521404e-02 2.2775270e-02 2.2040584e-04 2.0718148e-02
 0.0000000e+00 0.0000000e+00 8.6692963e-03 1.0226831e-01 0.0000000e+00
 1.0065200e-02 1.7485529e-02 2.9387444e-04 7.3468609e-04 0.0000000e+00
 0.0000000e+00 6.7297250e-02 2.7161345e-01 4.4081168e-04 7.3174737e-02
 1.8572865e-01 7.3468611e-05 4.3346481e-03 0.0000000e+00 0.0000000e+00
 1.3885568e-02 2.4318110e-02 2.2040584e-04 4.1142423e-03 2.2040584e-04
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.3444756e-02
 4.7607660e-02 2.9387444e-04 3.3795561e-03 5.8774889e-04 7.3468611e-05
 0.0000000e+00 0.0000000e+00]"
83.jpg,1,"[1.03147794e-03 1.21714389e-02 2.18673311e-02 1.16900820e-03
 4.73792180e-02 5.91380661e-03 1.71912974e-03 2.40678177e-03
 0.00000000e+00 0.00000000e+00 2.16610357e-02 7.23409802e-02
 1.71912974e-03 2.63852030e-01 6.35115325e-01 9.62712686e-04
 6.39516301e-03 6.46392815e-03 0.00000000e+00 7.95613304e-02
 3.90379995e-01 1.23777345e-03 1.97562397e-01 1.16763294e-01
 4.81356343e-04 5.98257175e-03 2.75060767e-03 0.00000000e+00
 9.47584361e-02 2.52643317e-01 1.99419050e-03 8.13492239e-02
 1.58847589e-02 1.65036460e-03 1.30653870e-03 0.00000000e+00
 0.00000000e+00 5.37056141e-02 2.26099953e-01 8.25182302e-04
 1.31685346e-01 1.01084830e-02 1.03147794e-03 1.37530384e-04
 0.00000000e+00 0.00000000e+00 5.39806746e-02 3.47608030e-01
 4.67603281e-03 1.33748293e-01 1.17657244e-01 2.81937281e-03
 1.99419050e-03 0.00000000e+00 0.00000000e+00 4.81356343e-04
 1.10024307e-03 6.87651918e-05 2.06295575e-04 1.37530384e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.43825959e-04 1.47845158e-02 0.00000000e+00 6.18886726e-04
 0.00000000e+00 0.00000000e+00 6.87651918e-05 0.00000000e+00]"
84.jpg,3,"[4.1438179e-05 3.1078635e-03 1.6989654e-02 2.4862908e-04 1.4030968e-01
 7.9975687e-02 2.0304709e-03 1.7416467e-01 1.8108485e-02 0.0000000e+00
 9.9451630e-04 2.4489963e-02 0.0000000e+00 1.3629018e-01 9.3339497e-01
 8.2876359e-05 1.8825366e-01 7.5044543e-02 0.0000000e+00 2.4862909e-03
 3.7915934e-02 1.6575272e-04 6.2571652e-03 7.7820897e-02 0.0000000e+00
 1.9061563e-03 1.5746509e-03 0.0000000e+00 2.6934817e-03 1.7321158e-02
 0.0000000e+00 2.7763580e-03 5.5941544e-03 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.4917745e-03 7.2102430e-03 0.0000000e+00
 5.2212104e-03 2.1382101e-02 0.0000000e+00 4.1438179e-05 0.0000000e+00
 0.0000000e+00 2.1133472e-03 1.8067047e-02 1.6575272e-04 1.3094464e-02
 5.0305951e-02 1.2431454e-04 8.2876359e-05 4.1438179e-05 0.0000000e+00
 7.0444902e-04 2.1547852e-03 4.1438179e-05 1.6989653e-03 0.0000000e+00
 4.1438179e-05 8.2876359e-05 0.0000000e+00 0.0000000e+00 6.2157272e-04
 2.4862909e-03 4.1438179e-05 1.5332126e-03 1.2431454e-04 1.6575272e-04
 1.2431454e-04 0.0000000e+00]"
85.jpg,1,"[2.34732451e-03 7.85902292e-02 5.55232540e-03 5.41690271e-04
 4.85715605e-02 5.86831127e-04 4.96549415e-04 1.17366225e-03
 0.00000000e+00 0.00000000e+00 1.03462845e-01 7.67394528e-03
 5.41690271e-04 7.93982506e-01 2.79873307e-03 3.15985992e-04
 2.23447233e-02 0.00000000e+00 0.00000000e+00 3.98277760e-01
 1.11046508e-02 2.16676109e-03 4.13625658e-01 1.17366225e-03
 3.15985992e-04 9.02817119e-05 0.00000000e+00 0.00000000e+00
 4.68562096e-02 3.38556431e-03 1.76049338e-03 5.61552234e-02
 3.43070505e-03 4.96549415e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.35422572e-02 2.57302867e-03 7.67394551e-04
 1.15109179e-02 7.67394551e-04 1.80563424e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 8.60384703e-02 2.31121182e-02
 1.03823969e-03 7.44372681e-02 2.46469080e-02 5.86831127e-04
 1.80563424e-04 0.00000000e+00 0.00000000e+00 8.53162166e-03
 1.08338054e-03 9.02817119e-05 7.22253695e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 6.72598742e-03 2.70845136e-04 4.51408559e-05 3.15985992e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
86.jpg,1,"[8.58550891e-04 1.51856188e-02 3.03229451e-01 7.72695802e-03
 2.37282008e-01 2.12223053e-01 4.82934900e-03 1.82442064e-03
 0.00000000e+00 0.00000000e+00 7.61963893e-03 1.85393333e-01
 1.50246406e-03 2.42486969e-01 7.92549789e-01 1.98539905e-03
 4.40543927e-02 1.78685896e-02 0.00000000e+00 5.74155897e-03
 9.38503444e-02 5.90253738e-04 2.92443894e-02 2.16032863e-01
 3.21956584e-04 2.14637723e-04 5.36594307e-05 0.00000000e+00
 4.07811673e-03 7.35134212e-03 1.60978292e-04 1.33611979e-02
 2.41467450e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 3.75616015e-04 6.86840713e-03 0.00000000e+00
 7.94159621e-03 3.43420357e-03 0.00000000e+00 5.90253738e-04
 0.00000000e+00 0.00000000e+00 4.99032717e-03 1.59744129e-01
 8.58550891e-04 3.16590630e-03 1.11075025e-02 1.60978292e-03
 1.60978292e-04 0.00000000e+00 0.00000000e+00 8.74648709e-03
 1.21270316e-02 9.12210345e-03 4.82934876e-04 0.00000000e+00
 1.12684804e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.57565267e-03 4.50739218e-03 1.12684804e-03 1.39514520e-03
 0.00000000e+00 3.21956584e-04 0.00000000e+00 0.00000000e+00]"
87.jpg,0,"[8.9505233e-04 1.5855214e-02 2.2536139e-01 8.9505233e-04 1.6679940e-01
 1.0894066e-01 0.0000000e+00 2.1231921e-01 3.7911862e-02 0.0000000e+00
 5.5621113e-03 1.2230251e-01 7.0325541e-04 1.7638925e-01 3.1371585e-01
 6.3932312e-05 4.4752620e-03 0.0000000e+00 0.0000000e+00 1.8540371e-02
 2.1602727e-01 8.9505233e-04 4.1747801e-02 2.6621413e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.2147139e-02 1.4506242e-01
 2.4294278e-03 4.0916679e-03 1.4512635e-02 6.3932312e-05 0.0000000e+00
 0.0000000e+00 0.0000000e+00 3.8359386e-03 7.6974504e-02 1.7261724e-03
 5.1785172e-03 4.4752617e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 2.7490893e-02 7.4474752e-01 7.2243512e-03 9.8583624e-02
 7.2499238e-02 1.9179693e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00
 5.3063817e-03 2.3207430e-02 6.3932312e-05 5.0506527e-03 1.0868493e-03
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.7261724e-03
 1.1507816e-02 0.0000000e+00 5.4981788e-03 1.5983077e-03 0.0000000e+00
 0.0000000e+00 0.0000000e+00]"
90.jpg,2,"[2.8365737e-04 4.5101523e-02 1.6338665e-02 2.6663793e-03 2.3878278e-01
 2.5075313e-02 1.7019443e-03 1.9288702e-02 6.2404620e-04 0.0000000e+00
 2.4394535e-02 6.2801741e-02 1.1913610e-03 8.0048108e-01 3.8690865e-01
 1.4750183e-03 5.4916069e-02 1.0211666e-03 0.0000000e+00 3.7783161e-02
 1.7654835e-01 2.2125274e-03 1.8885908e-01 1.1669664e-01 1.0778980e-03
 1.7019443e-02 1.8721387e-03 0.0000000e+00 2.0196404e-02 1.0154934e-02
 5.5596847e-03 5.1966030e-02 3.0634997e-03 1.0211666e-03 8.5097214e-04
 0.0000000e+00 0.0000000e+00 6.1269994e-03 1.3104971e-02 7.9424062e-04
 4.5214985e-02 1.9288702e-02 1.1346295e-04 2.2692590e-04 0.0000000e+00
 0.0000000e+00 5.6844939e-02 1.8948313e-02 7.2616288e-03 1.4557296e-01
 1.6843575e-01 5.2192956e-03 2.1557959e-03 5.6731475e-05 0.0000000e+00
 1.5090573e-02 1.8154072e-03 1.8721387e-03 4.0279347e-03 1.7019443e-04
 2.2692590e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00 7.2616288e-03
 1.7019443e-03 9.0770359e-04 6.0135364e-03 1.1346295e-04 5.6731475e-05
 0.0000000e+00 0.0000000e+00]"
91.jpg,1,"[0.00000000e+00 2.94267740e-02 2.16102879e-02 2.87370844e-04
 2.92543508e-02 1.47708608e-02 8.62112502e-04 4.59793344e-04
 0.00000000e+00 0.00000000e+00 4.25883569e-02 3.26050967e-01
 1.83917338e-03 3.08406383e-01 5.01519561e-01 1.60927675e-03
 9.82808229e-03 1.49432837e-03 0.00000000e+00 1.18856579e-01
 6.52504206e-01 8.16133153e-03 2.49150515e-01 7.80499205e-02
 1.89664750e-03 2.06907000e-03 0.00000000e+00 0.00000000e+00
 3.29326987e-02 2.29896680e-02 4.65540774e-03 4.43700589e-02
 5.74741687e-04 9.77060874e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 8.62112548e-03 6.37963274e-03 3.44845001e-04
 8.44870228e-03 4.25308850e-03 1.14948336e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 6.83942586e-02 1.17362253e-01
 0.00000000e+00 4.82783020e-02 9.96602103e-02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 7.52911624e-03
 1.78169925e-03 0.00000000e+00 1.20695750e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.33350175e-03 6.32215873e-04 0.00000000e+00 2.87370844e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
92.jpg,1,"[5.3776911e-04 6.3764052e-03 9.4877835e-03 7.9513006e-03 8.0166012e-02
 2.1088231e-02 1.8015265e-02 1.2099805e-01 0.0000000e+00 0.0000000e+00
 6.0306964e-03 1.3759206e-01 3.9180322e-03 4.4888356e-01 8.6673015e-01
 7.1062348e-03 3.3610571e-02 3.8412079e-04 0.0000000e+00 8.7579545e-03
 3.7951134e-02 2.1894886e-03 5.1318537e-02 2.9423652e-02 1.2675986e-03
 3.8412079e-04 0.0000000e+00 0.0000000e+00 3.8412078e-03 2.8424938e-03
 7.6824159e-05 2.9577301e-03 1.1523624e-04 7.6824159e-04 0.0000000e+00
 0.0000000e+00 0.0000000e+00 3.0729664e-04 1.8821919e-03 0.0000000e+00
 9.9871401e-04 0.0000000e+00 3.8412079e-05 0.0000000e+00 0.0000000e+00
 0.0000000e+00 3.1497905e-03 6.5300532e-04 1.1139503e-03 3.6875596e-03
 1.1523624e-04 1.3060106e-03 3.8412079e-05 0.0000000e+00 0.0000000e+00
 5.3776911e-04 3.8412079e-05 4.6094495e-04 3.0729664e-04 0.0000000e+00
 1.9206040e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00 7.6824159e-05
 8.0665364e-04 3.0729664e-04 3.8412079e-04 0.0000000e+00 1.9206040e-04
 0.0000000e+00 0.0000000e+00]"
93.jpg,3,"[4.71898820e-05 3.02015245e-03 6.68208748e-02 1.60445599e-03
 4.78505418e-02 5.00212759e-02 3.72800068e-03 1.08819865e-01
 1.41569646e-03 0.00000000e+00 1.22693693e-03 2.86348194e-01
 6.13468466e-04 4.86858010e-01 7.44467556e-01 2.26511434e-03
 2.78467506e-01 2.26511434e-02 0.00000000e+00 1.60445599e-03
 1.61153451e-01 2.35949410e-04 1.82624850e-02 2.76060812e-02
 4.24708938e-04 3.20891198e-03 0.00000000e+00 0.00000000e+00
 7.55038112e-04 9.86268558e-03 0.00000000e+00 3.11453221e-03
 3.77519056e-04 9.43797641e-05 2.68982328e-03 0.00000000e+00
 0.00000000e+00 6.13468466e-04 3.44486139e-03 0.00000000e+00
 6.60658348e-04 9.43797641e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.84040540e-03 1.82624850e-02
 8.02227994e-04 1.17974705e-03 3.30329174e-04 1.41569646e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 2.83139292e-04
 1.46288634e-03 3.30329174e-04 9.43797641e-05 0.00000000e+00
 9.43797641e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.83139292e-04 1.79321552e-03 1.41569646e-04 2.35949410e-04
 0.00000000e+00 9.43797641e-05 0.00000000e+00 0.00000000e+00]"
94.jpg,0,"[0.0000000e+00 1.7293625e-03 2.0708008e-02 5.7645416e-04 3.2707122e-01
 7.0549123e-02 3.0152989e-03 2.0397609e-02 0.0000000e+00 0.0000000e+00
 1.0376175e-02 5.3299841e-02 4.4342629e-05 5.9476769e-01 7.1178788e-01
 4.8776891e-04 3.1926692e-03 0.0000000e+00 0.0000000e+00 1.9244701e-02
 3.6405299e-02 0.0000000e+00 2.1816574e-02 7.8929877e-03 0.0000000e+00
 4.4342629e-05 0.0000000e+00 0.0000000e+00 6.0749403e-03 4.0839560e-02
 0.0000000e+00 1.0198804e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 3.1483267e-03 3.8445059e-02 0.0000000e+00
 7.4052191e-03 9.7997207e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 2.3945021e-03 1.0296358e-01 0.0000000e+00 1.5608605e-02
 8.5936017e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 3.1039841e-04 3.1039841e-04 0.0000000e+00 4.8776891e-04 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 4.6559758e-03 0.0000000e+00 1.9510756e-03 0.0000000e+00 0.0000000e+00
 1.7737052e-04 0.0000000e+00]"
